street,location
"5661 Trinity Lane Wyoming, MI 49418","(42.8614115, -85.7742212)"
"41 Galloping Hill Rd Basking Ridge, NJ 7920","(40.6837271, -74.57230170000001)"
"6131 Tampa Ave Tarzana, CA 91335","(34.1819712, -118.5538306)"
"7610 Wood Mist Lane Falls Church, VA 22043","(38.880629, -77.2074279)"
"15707 Rio Dell Dr Houston, TX 77083","(29.7068017, -95.6630708)"
"928 19Th St Union City, NJ 7087","(40.767165, -74.04100199999999)"
"6685 Utsa Blvd San Antonio, TX 78249","(29.577969, -98.623199)"
"10726 E. Freer St. Temple City, CA 91780","(34.0993282, -118.0357391)"
"1200 S Grand Ave Los Angeles, CA 90015","(34.0396278, -118.2635696)"
"3007 Hollington Road Johns Island, SC 29455","(32.745171, -80.0735289)"
"10803 Zehmer Ave Mc Kenney, VA 23872","(36.984161, -77.716661)"
"3480 San Marino St. Los Angeles, CA 90006","(34.05426, -118.3082263)"
"15149 Beverly Dr Philadelphia, PA 19116","(40.123976, -74.994393)"
"W7803 Dike Rd Fond Du Lac, WI 54937","(43.815046, -88.54959799999999)"
"446 Bradley Road Bay Village, OH 44140","(41.4858914, -81.96043499999999)"
"8 Sylvan Lane Old Greenwich, CT 6870","(41.0227772, -73.55788299999999)"
"14203 Barberry Ct Chester, VA 23836","(37.3331285, -77.3292006)"
"5533 Harvest Hills Rd Bessemer City, NC 28016","(35.344623, -81.3243619)"
"8175 Creek Estates Way Sacramento, CA 95829","(38.4606575, -121.3186425)"
"6615 Bandera Ave Dallas, TX 75225","(32.8679569, -96.79064910000001)"
"405 Sybil St White Hall, AR 71602","(34.2732005, -92.08891100000001)"
"1129 Glenmore Ave Brooklyn, NY 11208","(40.6775854, -73.86729009999999)"
"2387 W Longview Dr Woodbridge, VA 22191","(38.6510643, -77.2715735)"
"2614 Fountainview Cir Apt 204 Naples, FL 34109","(26.2241681, -81.7666813)"
"1685 7Th Ave San Francisco, CA 94122","(37.7569831, -122.4639181)"
"40 Forest Hill Rd. North Haven, CT 6473","(41.3705035, -72.8987377)"
"3112 Rob Sims Rd Meridian, MS 39301","(32.2841933, -88.5414776)"
"5907 Limestone Mill Dr San Antonio, TX 78244","(29.4838621, -98.3323085)"
"8741 Nw 170Th Ter Hialeah, FL 33018","(25.9285946, -80.3428728)"
"704 Dale Lane Fort Worth, TX 76108","(32.7510137, -97.47621939999999)"
"1251 Crenshaw Boulevard Los Angeles, CA 90019","(34.0485279, -118.3266751)"
"621 Saint Andrews Ln Louisville, CO 80027","(39.9595214, -105.1440098)"
"4544 Palmetto Ct. Clarkston, MI 48348","(42.748996, -83.34164299999999)"
"413 Norwich Salem Tpke Oakdale, CT 6370","(41.5034687, -72.1843094)"
"551 West 160Th Street New York, NY 10032","(40.8358553, -73.9427558)"
"207 Nicole Dr Youngsville, LA 70592","(30.0890689, -91.9874263)"
"5204 W Clay Hollow Ave West Jordan, UT 84081","(40.609171, -112.0149176)"
"5426 Nicollet Ave Minneapolis, MN 55419","(44.9045782, -93.2782763)"
"916 N 12Th St Mattoon, IL 61938","(39.4917879, -88.36803739999999)"
"22030 Kelly Rd Eastpointe, MI 48021","(42.4606145, -82.9305969)"
"707 Eastwood Rd Reidsville, NC 27320","(36.3083615, -79.6918225)"
"4673 Saint Clair Ave Valley Village, CA 91607","(34.155376, -118.3991265)"
"1506 12Th St Se Altoona, IA 50009","(41.6406326, -93.4432637)"
"245 Fairmount Ave Oakland, CA 94611","(37.8179091, -122.2599386)"
"75 1St Ave Little Falls, NJ 7424","(40.8844403, -74.2441848)"
"789 E Enchanted Dr Midvale, UT 84047","(40.62931650000001, -111.8694579)"
"4537 Darcie Dr Erie, PA 16506","(42.0682498, -80.1740142)"
"2700 S Caraway Rd Jonesboro, AR 72401","(35.8127571, -90.67763819999999)"
"160 Main St Contoocook, NH 3229","(43.2211139, -71.7064567)"
"1901 Via Rancho San Lorenzo, CA 94580","(37.6740781, -122.1485037)"
"9140 Brookshire Ave Downey, CA 90240","(33.9568609, -118.113548)"
"72 Shawnee Road Trumbull, CT 6611","(41.2424671, -73.178336)"
"2415 E 40Th St Savannah, GA 31404","(32.0428908, -81.057375)"
"1314 Camden Rd Pasadena, TX 77502","(29.6734427, -95.19333789999999)"
"2761 Nw 9Th Pl Fort Lauderdale, FL 33311","(26.1358247, -80.18042280000002)"
"754 East 48Th Street Brooklyn, NY 11203","(40.6430272, -73.9316307)"
"183 Dedham Ave Needham, MA 2492","(42.27643820000001, -71.23137640000002)"
"61416 29 Palms Hwy Joshua Tree, CA 92252","(34.1355907, -116.3234217)"
"79 Hughes St Maplewood, NJ 7040","(40.7169935, -74.25922109999999)"
"1418 5Th St Natrona Heights, PA 15065","(40.62186699999999, -79.737881)"
"1014 Cross Bow Dr Hendersonville, TN 37075","(36.3388046, -86.58275309999999)"
"801 Dale Road Glen Burnie, MD 21060","(39.1548615, -76.6150287)"
"425 N Oklahoma Ave Oklahoma City, OK 73104","(35.4714721, -97.51061179999999)"
"120 Butternut Walk Hoschton, GA 30548","(34.0906287, -83.7651194)"
"1315 Tiffany Ln Commerce, TX 75428","(33.2319006, -95.9021585)"
"302 Birch Ct Sw Isanti, MN 55040","(45.4846525, -93.24943680000001)"
"15 S Cragmont Ave San Jose, CA 95127","(37.3719371, -121.823188)"
"911 Graysville Rd Chattanooga, TN 37421","(34.9964698, -85.1487872)"
"131 Lucas St Connelly Springs, NC 28612","(35.764517, -81.5360029)"
"1307 E 127Th Ave Tampa, FL 33612","(28.0615358, -82.4452009)"
"10511 Rochester Way Tampa, FL 33626","(28.0479104, -82.6048436)"
"233 S Villa Ave Villa Park, IL 60181","(41.885116, -87.9688161)"
"20 Gregory Ln Florence, MA 1062","(42.3216334, -72.693621)"
"1324 Michigan Ave Ne Washington, DC 20017","(38.94220960000001, -76.9866502)"
"56 E 55Th Street Brooklyn, NY 11203","(40.656999, -73.92636399999999)"
"317 Trailride Angleton, TX 77515","(29.20001779999999, -95.4280971)"
"10 Banyan Trak Ocala, FL 34472","(29.1578745, -82.0524721)"
"1115 Cheyenne Ave Springfield, OH 45503","(39.9883737, -83.78056)"
"7510 E Morris St Wichita, KS 67207","(37.674125, -97.221062)"
"338 Heatherstone Road Columbia, SC 29212","(34.0723915, -81.20818229999999)"
"114 Pasture Farm Dr Middletown, RI 2842","(41.5476116, -71.2889289)"
"14418 8Th St Santa Fe, TX 77517","(29.3788687, -95.1234803)"
"9934 Poplar Ave Fontana, CA 92335","(34.0734213, -117.4627735)"
"429 Dooms Crossing Rd Waynesboro, VA 22980","(38.101878, -78.848935)"
"1245 Helmstetler Rd Lexington, NC 27295","(35.8153574, -80.3308413)"
"5611 Astoria Ct Columbia, MO 65203","(38.8899602, -92.39778009999999)"
"4120 Sunny Crossing Dr Louisville, KY 40299","(38.1863848, -85.6004962)"
"4206 Lotus St Texarkana, TX 75503","(33.4658807, -94.093367)"
"322 N 18Th St San Jose, CA 95112","(37.349322, -121.8769628)"
"2515 8Th St W Lehigh Acres, FL 33971","(26.6206651, -81.6643291)"
"43856 Leonardo Drive Sterling Heights, MI 48313","(42.6171922, -83.0103926)"
"24 3Rd St Cloquet, MN 55720","(46.720825, -92.4600286)"
"2915 S East St Indianapolis, IN 46225","(39.723934, -86.14877000000001)"
"7 Moody St Waterville, ME 4901","(44.54139929999999, -69.6482936)"
"912 W 11Th St Bonham, TX 75418","(33.58397770000001, -96.18881069999999)"
"4604 Athens Ave Waco, TX 76710","(31.5319273, -97.17489259999999)"
"8230Dames Pt Xing Blvd N Jacksonville, FL 32277","(30.3560527, -81.5600283)"
"3390 Stratford Rd Ne Unit 607 Atlanta, GA 30326","(33.8498233, -84.3674305)"
"361 Wolf Swamp Road Longmeadow, MA 1106","(42.03824059999999, -72.54929709999999)"
"15 Susie Ln Jackson, NJ 8527","(40.10780889999999, -74.3519429)"
"110 Tyburn Ct Hampton, VA 23669","(37.0646858, -76.3463285)"
"11718 Starfish Avenue Jacksonville, FL 32246","(30.2939498, -81.5157856)"
"9680 Crackel Road Chagrin Falls, OH 44023","(41.3477194, -81.29813349999999)"
"7217 Willow Oak Ln Montgomery, AL 36117","(32.3410883, -86.1908098)"
"2436 Harpeth Pl Sw Decatur, AL 35601","(34.5644028, -86.9960511)"
"665 Sweet Donna Place Nipomo, CA 93444","(35.0321727, -120.5112444)"
"301 E 29Th St Bremerton, WA 98310","(47.5895808, -122.6454326)"
"25800 Se Eagle Creek Road Eagle Creek, OR 97022","(45.33677, -122.341903)"
"1275 Limit Ave Baltimore, MD 21239","(39.3716852, -76.5915752)"
"4316 Herbert Ave Saint Louis, MO 63134","(38.7284175, -90.3513572)"
"1816 State Route 9 Keeseville, NY 12944","(44.508911, -73.4762686)"
"18 Anchor Ln Levittown, NY 11756","(40.7148898, -73.50941639999999)"
"86 Woods Brooke Terrace Ossining, NY 10562","(41.183833, -73.8474744)"
"153 Darcy Drive Saylorsburg, PA 18353","(40.993467, -75.41601299999999)"
"3432 Caldwell Drive Raleigh, NC 27607","(35.8113824, -78.6984801)"
"18435 Peninsula Club Drive Cornelius, NC 28031","(35.462357, -80.9160644)"
"8922 Mars Drive Pensacola, FL 32507","(30.3708967, -87.3338905)"
"6813 Main Street Lithonia, GA 30058","(33.707989, -84.11146099999999)"
"110 Harris Ln Staten Island, NY 10309","(40.5418872, -74.22043169999999)"
"6910 Prosik Lane Sw Olympia, WA 98512","(46.9857342, -122.9510427)"
"8102 161St Avenue Northeast Redmond, WA 98052","(47.6758531, -122.1249504)"
"2044 Little Mccall Rd Guyton, GA 31312","(32.322418, -81.323886)"
"1317 Nw 146Th St Vancouver, WA 98685","(45.7275102, -122.6857362)"
"424 Ashmun Avenue Lincoln University, PA 19352","(39.799734, -75.9216685)"
"470 Hodge Dr Spartanburg, SC 29303","(35.0029915, -81.96666230000001)"
"14 Singleton St South Amboy, NJ 8879","(40.4669322, -74.2790905)"
"2559 Fendley Rd Bismarck, AR 71929","(34.3215909, -93.1411194)"
"4925 Old House Trail Atlanta, GA 30342","(33.8899746, -84.35644359999999)"
"2328 Bancroft Ave Los Angeles, CA 90039","(34.0968927, -118.2580185)"
"173 Banyan Bay Drive St Petersburg, FL 33705","(27.721135, -82.637681)"
"1532 Clovenstone Dr Worthington, OH 43085","(40.1189685, -82.9750004)"
"19635 Tarocco Ln Riverside, CA 92508","(33.88055, -117.320122)"
"1640 Pleasant Street Winston Salem, NC 27107","(36.074753, -80.2087542)"
"21800 Avalon Blvd, Unit 418 Carson, CA 90745","(33.8307417, -118.2633517)"
"475 Alans Nature Cv Geneva, FL 32732","(28.7460862, -81.11792679999999)"
"583 Chicopee St Chicopee, MA 1013","(42.18304879999999, -72.6129624)"
"5414 Arlington Ave Apt J11 Bronx, NY 10471","(40.9022709, -73.9076326)"
"8600 Digby Drive Plano, TX 75025","(33.0951353, -96.76907779999999)"
"40 Morris St Passaic, NJ 7055","(40.86982, -74.117189)"
"976 N Church St Richland Center, WI 53581","(43.3434002, -90.3843079)"
"518 E Leasure Avenue New Castle, PA 16105","(41.0131396, -80.33325649999999)"
"9727 Touchton Rd Jacksonville, FL 32246","(30.2690764, -81.554174)"
"8605 Blossom Ln Louisville, KY 40242","(38.284154, -85.593172)"
"810 N. Main Street Goshen, IN 46528","(41.5967619, -85.83392599999999)"
"26 Cutter Dr East Hanover, NJ 7936","(40.8248466, -74.34300739999999)"
"10457 194Th St Saint Albans, NY 11412","(40.7060215, -73.7632874)"
"7925 N Brandon Ave Portland, OR 97217","(45.580663, -122.6892643)"
"150 Rumford Avenue Mansfield, MA 2048","(42.0301249, -71.220134)"
"149 Johnston Rd Sacramento, CA 95815","(38.6015975, -121.4622444)"
"30030 Quail Run Dr Agoura Hills, CA 91301","(34.1530931, -118.7771425)"
"7237 W Becker Ln Peoria, AZ 84345","(33.5819001, -112.2146735)"
"725 Dakota Rd Bristol, VA 24201","(36.612971, -82.1581168)"
"367 Ross Ave Staten Island, NY 10306","(40.5693829, -74.1121818)"
"2 Rose St Jackman, ME 4945","(45.6178879, -70.24785490000001)"
"2964 Masefield Dr Bloomfield Hills, MI 48304","(42.597762, -83.2269063)"
"2091 San Marino Way North Clearwater, FL 33763","(27.9970299, -82.75715319999999)"
"204 Live Oak Lane Largo, FL 33770","(27.9104832, -82.8234363)"
"108 Charles Bancroft Hwy Litchfield, NH 3052","(42.8158602, -71.4695682)"
"2404 Colter Ct Fort Worth, TX 76108","(32.7382904, -97.5102782)"
"2340 Quimby Ave Bronx, NY 10473","(40.826547, -73.8450019)"
"5451 Evening Mist Dr Arlington, TN 38002","(35.2748202, -89.6767907)"
"16814 Cornell St East Liverpool, OH 43920","(40.6575838, -80.6237696)"
"4467 Dawes Street San Diego, CA 92109","(32.7972776, -117.2493853)"
"1 Linden St Massena, NY 13662","(44.920013, -74.8920632)"
"6648 Alamo Gadsden Rd Gadsden, TN 38337","(35.7840122, -89.0030499)"
"22 E Brewton St Mc Rae Helena, GA 31055","(32.0604446, -82.89861739999999)"
"611 Little Creek Dr Duncanville, TX 75116","(32.6550543, -96.9222971)"
"1022 Chamberlain St Corpus Christi, TX 78404","(27.7574815, -97.3976795)"
"166 Crestwood Drive Gardner, MA 1440","(42.5727512, -71.9724344)"
"5 Dargan Ave Greenwood, SC 29646","(34.1850154, -82.1513263)"
"2071 N Whitewater Club Dr Palm Springs, CA 92262","(33.8480699, -116.511286)"
"4309 Enright Ct Winter Park, FL 32792","(28.6003612, -81.285648)"
"8132 S. Euclid Avenue Chicago, IL 60617","(41.746914, -87.5773724)"
"434 S Westmoreland Rd Dallas, TX 75211","(32.7412149, -96.8738975)"
"210 Shenandoah Dr Hoover, AL 35226","(33.4000921, -86.8486794)"
"1920 Sw Carlson Road Topeka, KS 66615","(39.033829, -95.945404)"
"5027 Bass Ct Waldorf, MD 20603","(38.6191527, -76.944013)"
"1915 Cypress Run Dr Sugar Land, TX 77478","(29.5959896, -95.58343099999999)"
"1449 Whitehall Road Annapolis, MD 21409","(39.0260579, -76.446683)"
"541 Nw 53Rd St Boca Raton, FL 33487","(26.3965078, -80.08952479999999)"
"7030 Bradberry Ct Lemon Grove, CA 91945","(32.7292263, -117.0466986)"
"3101 E Barnhart Rd Denair, CA 95316","(37.5441434, -120.8118234)"
"9612 Stonybrook Drive Anaheim, CA 92804","(33.8214865, -117.965469)"
"401 Vincent St Cedar Hill, TX 75104","(32.5834589, -96.93963719999999)"
"11 Baldwin Blvd Bayville, NY 11709","(40.9080085, -73.5705241)"
"525 Merlot Ct Myrtle Beach, SC 29579","(33.7241992, -78.9604428)"
"12863 Hawkins Rd Burt, MI 48417","(43.236644, -83.959554)"
"8509 Waycross Dr Las Vegas, NV 89134","(36.2163808, -115.2801237)"
"126 Brookline Ave Somerset, NJ 8873","(40.4948534, -74.4627063)"
"8315 Eglise Ave Pico Rivera, CA 90660","(33.9612299, -118.0992144)"
"600 W 59Th St Kansas City, MO 64113","(39.0209544, -94.5955371)"
"2011 Garnet Dr Columbia, MO 65202","(38.9735382, -92.31187949999999)"
"2401 Lakeshore Dr Old Hickory, TN 37138","(36.249682, -86.6378452)"
"251 Oakridge Rd Grand Island, NY 14072","(42.9857634, -78.9709051)"
"402 Green Hill Road Parkesburg, PA 19365","(39.9796403, -75.8953585)"
"3842 Division Street Los Angeles, CA 90065","(34.1133383, -118.2223491)"
"38. Zinnia Drive Covington, LA 70433","(30.4552135, -90.1301446)"
"10069 South Fairgate Way Littleton, CO 80126","(39.53117719999999, -104.9457072)"
"435 Lewis Street Los Angeles, CA 90042","(34.1212858, -118.1803085)"
"2656 Pikake St San Diego, CA 92154","(32.5630772, -117.076811)"
"1023 Wapello St Altadena, CA 91001","(34.1984681, -118.1284598)"
"3824 W Sunland Ave Phoenix, AZ 85041","(33.3960678, -112.1409024)"
"1291 Monica Ct Hollister, CA 95023","(36.8420332, -121.4165179)"
"30 Camp Pinecliffe Road Harrison, ME 4040","(44.1366411, -70.6656991)"
"4248 147Th St Flushing, NY 11355","(40.7584019, -73.8169549)"
"7770 Pipers Ln San Antonio, TX 78251","(29.4672097, -98.645608)"
"6350 Cottage St Huntington Park, CA 90255","(33.9821004, -118.233246)"
"1920 E Coral Ave Orange, CA 92865","(33.8195296, -117.833295)"
"21237 County Road 1291 Flint, TX 75762","(32.1716626, -95.4310438)"
"84 Carroll Ave. Westwood, MA 2090","(42.2213965, -71.18219289999999)"
"5506 Walsh Ave East Chicago, IN 46312","(41.6143742, -87.4893931)"
"2686 Phipps Avenue Simi Valley, CA 93065","(34.2671965, -118.7445115)"
"14002 North 60Th Street Scottsdale, AZ 85254","(33.6129128, -111.9521327)"
"1815 Gardiner Lane A8 Louisville, KY 40205","(38.2065858, -85.6837875)"
"5619 W Barry Ave Apt 2 Chicago, IL 60634","(41.9366114, -87.7673434)"
"4639 E Avenue R6 Palmdale, CA 93552","(34.5676474, -118.0721629)"
"6088 Preston Rd Denison, TX 75020","(33.779963, -96.630562)"
"1515 Ponderosa Trl Cameron, NC 28326","(35.3153336, -79.1425282)"
"644 16Th St Apt D Richmond, CA 94801","(37.9416046, -122.3541694)"
"1005 Ralston Rd Martin, TN 38237","(36.34544, -88.800682)"
"77 Archer Dr Bunnlevel, NC 28323","(35.3441602, -78.8496274)"
"4347 Moore Rd Allegan, MI 49010","(42.5489952, -85.9687336)"
"7210 Healy Rd Cheyenne, WY 82009","(41.1570881, -104.8869437)"
"8449 W Buckhorn Trl Peoria, AZ 85383","(33.7311506, -112.243315)"
"4000 Olentangy River Rd Delaware, OH 43015","(40.239873, -83.064678)"
"8770 Sw Wooten Way Kinard, FL 32449","(30.269261, -85.24561)"
"52 Lantana Ct Lake Jackson, TX 77566","(29.0385239, -95.4440602)"
"419 E 57Th St New York, NY 10022","(40.7581624, -73.9619276)"
"8311 Sedona Ridge Dr Cypress, TX 77433","(29.8992994, -95.7175809)"
"16601 N. 12Th St. Phoenix, AZ 85022","(33.6377095, -112.0547266)"
"36 Sylvia Rd Medford, MA 2155","(42.4127316, -71.1093139)"
"12591 Crabapple Rd Milton, GA 30004","(34.0884681, -84.3467768)"
"1120 E Moyamensing Ave Philadelphia, PA 19147","(39.9332368, -75.1488261)"
"952 Viewpoint St Upland, CA 91784","(34.1259802, -117.6385567)"
"1323 Orange Street River Falls, WI 54022","(44.8433764, -92.62524649999999)"
"2545 Sanford Ave Sw Roanoke, VA 24014","(37.2509477, -79.960909)"
"21 William Penn Sq New Castle, DE 19720","(39.680858, -75.557688)"
"1537 N 59Th St Milwaukee, WI 53208","(43.0510622, -87.9866706)"
"223 Sw Trafalgar Pkwy Cape Coral, FL 33991","(26.6231692, -81.97949609999999)"
"51 Horton Dr Huntington Station, NY 11746","(40.8158712, -73.4046457)"
"119 Baltimore St Middletown, OH 45044","(39.5124861, -84.39861379999999)"
"5714 South 42Nd Street Enid, OK 73701","(36.333202, -97.819919)"
"6698 Maple Spring Court Denver, NC 28037","(35.5234341, -81.0354837)"
"15253 Old Cheney Highway Orlando, FL 32828","(28.5627257, -81.1568975)"
"1115 Kennesaw Ridge Road. #604 Columbia, MO 65202","(38.9896226, -92.3220203)"
"1632 W Firefly St Haysville, KS 67060","(37.5544999, -97.3725525)"
"11105 Bigelow Rd Davisburg, MI 48350","(42.766788, -83.51322900000001)"
"332 Scarborough Lane Lexington, SC 29072","(33.98264, -81.296911)"
"433 S 475 E Kanab, UT 84741","(37.0406141, -112.5180604)"
"1423 Rabbit View Way Hemet, CA 92545","(33.736074, -117.0205594)"
"6396 Quail Cir Fayetteville, PA 17222","(39.8763229, -77.55207940000001)"
"12341 Diamond Dr Plymouth, IN 46563","(41.3183799, -86.2968422)"
"3222 Panorama Drive Nashville, TN 37218","(36.18141720000001, -86.84053039999999)"
"8051 Sylvester Detroit, MI 48214","(42.370233, -83.00715799999999)"
"1505 Chalgrove Dr Corona, CA 92882","(33.8667724, -117.5989015)"
"1513 Nassau St Panama City, FL 32409","(30.2937775, -85.6486051)"
"3619 Hilltop Ln Plano, TX 75023","(33.0430571, -96.75222210000001)"
"887 Sapphire Flame Dr Delaware, OH 43015","(40.2465965, -83.04213709999999)"
"189 Batson Rd Petal, MS 39465","(31.2955068, -89.2015799)"
"512 Robin Dr Monroe, NC 28112","(34.9664427, -80.559578)"
"3400 Arizona Drive Northeast Pensacola, FL 32504","(30.4646835, -87.1708603)"
"2410 Vail Avenue Redondo Beach, CA 90278","(33.8773715, -118.3697125)"
"5883 Marstone Ln Goleta, CA 93117","(34.4472718, -119.8269788)"
"695 Palisade Avenue Cliffside Park, NJ 7010","(40.8260884, -73.9822524)"
"4303 West Sandra Circle Glendale, AZ 85308","(33.6434904, -112.152569)"
"9424 Roundup Drive Montclair, CA 91763","(34.0825983, -117.6995724)"
"9 Mill Pond Road New Fairfield, CT 6812","(41.4899503, -73.5269722)"
"1927 7Th Ave W Apt 2 Seattle, WA 98119","(47.63681620000001, -122.3666946)"
"200 Weeks Mills Rd South China, ME 4358","(44.3720474, -69.5601239)"
"140 E 2Nd Street Apt 4B Brooklyn, NY 11218","(40.6488217, -73.9798185)"
"756 S. Kenneth Ave Chicago, IL 60624","(41.87085039999999, -87.7367165)"
"532 Pleasant Grove Rd Bluff City, TN 37618","(36.507571, -82.2156399)"
"1873 Strauss Lane Redding, CA 96003","(40.6111689, -122.33809)"
"3665 Teton Dr - #622 Tamarack Wilson, WY 83014","(43.5329, -110.846)"
"7785 Notley Rd Pasadena, MD 21122","(39.139944, -76.53269399999999)"
"1218 S Gilbert St Hemet, CA 92543","(33.7273612, -116.9756531)"
"95 Grantwood Drive Amherst, MA 1002","(42.40840540000001, -72.5104305)"
"39 Bentley Ln Staten Island, NY 10307","(40.51011889999999, -74.2482459)"
"505 Lawndale Dr Gaston, SC 29053","(33.853727, -81.0653031)"
"122 Emerson Street Springfield, MA 1118","(42.09554929999999, -72.5282062)"
"316 36Th St Ne Washington, DC 20019","(38.8941614, -76.9550679)"
"4402 Mimosa St Carlsbad, NM 88220","(32.364905, -104.241881)"
"57 Kupalaiki Loop Kihei, HI 96753","(20.7471248, -156.4515398)"
"6700 Rushleigh Road Englewood, OH 45322","(39.8429899, -84.29545519999999)"
"316 Burr Knot Way Brentwood, CA 94513","(37.9192835, -121.7300102)"
"33983 L Street Barstow, CA 92311","(34.866079, -117.055863)"
"504 Moherman Ave Youngstown, OH 44509","(41.1091689, -80.70877209999999)"
"532 Windsor St Reading, PA 19601","(40.3487968, -75.9261145)"
"21941 Lynette Ln Santa Clarita, CA 91350","(34.4568006, -118.5187418)"
"6623 Chasethorn Dr San Antonio, TX 78249","(29.5687774, -98.6165613)"
"2747 Brandon St Dallas, TX 75211","(32.7322347, -96.8655282)"
"51 N Sussex Dr Smithfield, NC 27577","(35.521139, -78.319327)"
